Query,,,,,,Subject,,,,,,Score,,Identities,,Gaps,,Strand,,Taxonomy,,,,,,,,,Filter,NCBI_16S_ribosomal_RNA_20200305
denovo680,423,1,1,423,100,"NR_156150.1 Runella palustris strain HMF3829 16S ribosomal RNA, partial sequence",NR_156150.1,1443,305,727,29.31,682.5,0,405/423,95,0/423,0,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella; Runella palustris,Runella palustris,Runella,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo681,423,2,1,423,100,"NR_074670.1 Planctopirus limnophila strain DSM 3776 16S ribosomal RNA, partial sequence",NR_074670.1,1524,325,747,27.76,521.9,0,379/426,88,6/426,1,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctopirus; Planctopirus limnophila,Planctopirus limnophila,Planctopirus,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo682,423,1,1,423,100,"NR_136797.1 Novibacillus thermophilus strain SG-1 16S ribosomal RNA, partial sequence",NR_136797.1,1481,332,754,28.56,544,0,380/423,89,0/423,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; Novibacillus thermophilus,Novibacillus thermophilus,Novibacillus,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo683,423,4,1,423,100,"NR_114207.1 Lysinibacillus boronitolerans strain NBRC 103108 16S ribosomal RNA, partial sequence",NR_114207.1,1478,323,745,28.62,776.7,0,422/423,99,0/423,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Lysinibacillus; Lysinibacillus boronitolerans,Lysinibacillus boronitolerans,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo684,423,4,1,423,100,"NR_159238.1 Rhodoplanes tepidicaeni strain TUT3542 16S ribosomal RNA, partial sequence",NR_159238.1,1451,304,726,29.15,688.1,0,407/424,95,2/424,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; Rhodoplanes tepidicaeni,Rhodoplanes tepidicaeni,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo685,423,1,1,423,100,"NR_163645.1 Roseisolibacter agri strain AW1220 16S ribosomal RNA, partial sequence",NR_163645.1,1496,316,741,28.48,440.6,0,368/430,85,11/430,2,Plus,Plus,Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Roseisolibacter; Roseisolibacter agri,Roseisolibacter agri,Roseisolibacter,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,,Bacteria,,
denovo686,423,1,1,423,100,"NR_134120.1 Paludibaculum fermentans strain P105 16S ribosomal RNA, partial sequence",NR_134120.1,1413,313,735,29.94,593.9,0,391/425,92,4/425,0,Plus,Plus,Bacteria; Acidobacteria; Acidobacteriia; Bryobacterales; Bryobacteraceae; Paludibaculum; Paludibaculum fermentans,Paludibaculum fermentans,Paludibaculum,Bryobacteraceae,Bryobacterales,Acidobacteriia,Acidobacteria,,Bacteria,,
denovo687,423,2,1,423,100,"NR_159916.1 Roseomonas fluminis strain D3 16S ribosomal RNA, partial sequence",NR_159916.1,1412,286,708,29.96,605,0,391/423,92,0/423,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Roseomonas; Roseomonas fluminis,Roseomonas fluminis,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo688,423,1,1,405,95.74,"NR_074975.1 Pelobacter propionicus strain DSM 2379 16S ribosomal RNA, partial sequence",NR_074975.1,1551,345,749,26.11,383.4,0,344/410,83,10/410,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo689,423,1,1,423,100,"NR_137377.1 Haliea atlantica strain SM1351 16S ribosomal RNA, partial sequence",NR_137377.1,1497,327,749,28.26,627.1,0,398/426,93,6/426,1,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Haliea; Haliea atlantica,Haliea atlantica,Haliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo690,423,2,1,423,100,"NR_074927.1 Anaeromyxobacter dehalogenans strain 2CP-1 16S ribosomal RNA, partial sequence",NR_074927.1,1545,344,787,28.74,523.7,0,394/444,88,21/444,4,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter; Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans,Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo691,423,2,1,423,100,"NR_109544.1 Ornatilinea apprima strain P3M-1 16S ribosomal RNA, partial sequence",NR_109544.1,1462,331,754,29,433.2,0,366/429,85,11/429,2,Plus,Plus,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Ornatilinea; Ornatilinea apprima,Ornatilinea apprima,Ornatilinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,,Bacteria,,
denovo692,423,1,1,423,100,"NR_158012.1 Polycladomyces subterraneus strain KSR 13 16S ribosomal RNA, partial sequence",NR_158012.1,1472,341,763,28.74,765.6,0,420/423,99,0/423,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Polycladomyces; Polycladomyces subterraneus,Polycladomyces subterraneus,Polycladomyces,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo693,423,1,1,423,100,"NR_117865.1 Thermanaerothrix daxensis strain GNS-1 16S ribosomal RNA, partial sequence",NR_117865.1,1459,318,739,28.92,453.5,0,366/425,86,5/425,1,Plus,Plus,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Thermanaerothrix; Thermanaerothrix daxensis,Thermanaerothrix daxensis,Thermanaerothrix,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,,Bacteria,,
denovo694,423,1,1,422,99.76,"NR_024781.1 Haliangium tepidum strain SMP-10 16S ribosomal RNA, partial sequence",NR_024781.1,1508,341,760,27.85,420.3,0,359/424,84,6/424,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo695,423,3,1,418,98.82,"NR_160536.1 Polyangium sorediatum strain Pl s12 16S ribosomal RNA, partial sequence",NR_160536.1,1552,357,774,26.93,296.6,0,338/424,79,12/424,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo696,423,1,1,359,84.87,"NR_108234.1 Fervidobacterium riparium strain 1445t 16S ribosomal RNA, partial sequence",NR_108234.1,1482,322,678,24.09,158.1,0,272/363,74,10/363,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo697,423,1,1,423,100,"NR_147737.1 Occallatibacter savannae strain A2-1c 16S ribosomal RNA, partial sequence",NR_147737.1,1461,316,738,28.95,743.5,0,417/424,98,2/424,0,Plus,Plus,Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Acidobacteriaceae; Occallatibacter; Occallatibacter savannae,Occallatibacter savannae,Occallatibacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,Bacteria,,
denovo698,423,1,1,423,100,"NR_134183.1 Sphingorhabdus contaminans strain JC216 16S ribosomal RNA, partial sequence",NR_134183.1,1401,254,676,30.19,776.7,0,422/423,99,0/423,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingorhabdus; Sphingorhabdus contaminans,Sphingorhabdus contaminans,Sphingorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo699,423,2,1,423,100,"NR_134184.1 Sphingorhabdus arenilitoris strain GJR-7 16S ribosomal RNA, partial sequence",NR_134184.1,1424,293,715,29.71,549.6,0,381/423,90,0/423,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingorhabdus; Sphingorhabdus arenilitoris,Sphingorhabdus arenilitoris,Sphingorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo700,423,1,1,423,100,"NR_134120.1 Paludibaculum fermentans strain P105 16S ribosomal RNA, partial sequence",NR_134120.1,1413,313,735,29.94,577.3,0,386/423,91,0/423,0,Plus,Plus,Bacteria; Acidobacteria; Acidobacteriia; Bryobacterales; Bryobacteraceae; Paludibaculum; Paludibaculum fermentans,Paludibaculum fermentans,Paludibaculum,Bryobacteraceae,Bryobacterales,Acidobacteriia,Acidobacteria,,Bacteria,,
denovo701,423,5,1,423,100,"NR_148811.1 Asanoa endophytica strain BR3-1 16S ribosomal RNA, partial sequence",NR_148811.1,1495,323,745,28.29,704.7,0,409/423,96,0/423,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Asanoa; Asanoa endophytica,Asanoa endophytica,Asanoa,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo702,423,1,1,423,100,"NR_042114.1 Actinomadura echinospora strain DSM 43163 16S ribosomal RNA, partial sequence",NR_042114.1,1440,302,723,29.31,758.2,0,419/423,99,1/423,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; Actinomadura echinospora,Actinomadura echinospora,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo703,423,1,1,423,100,"NR_165708.1 Chryseolinea soli strain KIS68-18 16S ribosomal RNA, partial sequence",NR_165708.1,1508,330,752,28.05,688.1,0,408/425,96,4/425,0,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; ; Chryseolinea; Chryseolinea soli,Chryseolinea soli,Chryseolinea,,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo704,423,2,1,423,100,"NR_165004.1 Ferruginivarius sediminum strain WD2A32 16S ribosomal RNA, partial sequence",NR_165004.1,1505,323,745,28.11,605,0,392/424,92,2/424,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Ferruginivarius; Ferruginivarius sediminum,Ferruginivarius sediminum,Ferruginivarius,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo705,423,1,1,423,100,"NR_125471.1 Sulfurisoma sediminicola strain BSN1 16S ribosomal RNA, partial sequence",NR_125471.1,1460,308,730,28.97,610.5,0,394/425,92,4/425,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Sterolibacteriaceae; Sulfurisoma; Sulfurisoma sediminicola,Sulfurisoma sediminicola,Sulfurisoma,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo706,423,2,1,421,99.53,"NR_156981.1 Alkaliphilus namsaraevii strain X-07-2 16S ribosomal RNA, partial sequence",NR_156981.1,1474,339,756,28.36,176.6,0,315/423,74,7/423,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo707,423,1,1,423,100,"NR_165740.1 Mucilaginibacter terrigena strain 17JY9-4 16S ribosomal RNA, partial sequence",NR_165740.1,1455,315,737,29.07,466.5,0,366/423,86,0/423,0,Plus,Plus,Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; Mucilaginibacter terrigena,Mucilaginibacter terrigena,Mucilaginibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,,Bacteria,,
denovo708,423,1,1,421,99.53,"NR_125481.1 Synechococcus rubescens strain SAG 3.81 16S ribosomal RNA, partial sequence",NR_125481.1,1456,278,696,28.78,195,0,323/428,75,16/428,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo709,423,1,1,423,100,"NR_159098.1 Planctopirus hydrillae strain JC280 16S ribosomal RNA, partial sequence",NR_159098.1,1394,271,693,30.34,566.2,0,384/423,90,0/423,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctopirus; Planctopirus hydrillae,Planctopirus hydrillae,Planctopirus,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo710,423,1,1,423,100,"NR_042567.1 Geminicoccus roseus strain D2-3 16S ribosomal RNA, partial sequence",NR_042567.1,1352,254,675,31.21,442.5,0,364/425,85,5/425,1,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Geminicoccaceae; Geminicoccus; Geminicoccus roseus,Geminicoccus roseus,Geminicoccus,Geminicoccaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo711,423,1,1,422,99.76,"NR_024727.1 Sporichthya polymorpha DSM 43042 16S ribosomal RNA, partial sequence",NR_024727.1,1472,307,725,28.46,394.5,0,353/422,83,3/422,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo712,423,1,1,421,99.53,"NR_043010.1 Thermincola carboxydiphila strain 2204 16S ribosomal RNA, partial sequence",NR_043010.1,1482,324,744,28.41,412.9,0,359/425,84,8/425,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo713,423,3,1,423,100,"NR_156102.1 Racemicystis persica strain MSr11462 16S ribosomal RNA, partial sequence",NR_156102.1,1505,320,742,28.11,621.6,0,394/423,93,0/423,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Racemicystis; Racemicystis persica,Racemicystis persica,Racemicystis,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo714,423,1,1,421,99.53,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,721,29.86,440.6,0,363/424,85,6/424,1,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobia subdivision 3; Limisphaera; Limisphaera ngatamarikiensis,Limisphaera ngatamarikiensis,Limisphaera,Verrucomicrobia subdivision 3,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo715,419,2,1,419,100,"NR_028175.1 Methanobacterium congolense strain C 16S ribosomal RNA, partial sequence",NR_028175.1,1453,296,719,29.18,141.5,0,316/431,73,19/431,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo716,419,1,1,419,100,"NR_148575.1 Fimbriiglobus ruber strain SP5 16S ribosomal RNA, partial sequence",NR_148575.1,1390,297,718,30.36,481.2,0,369/423,87,5/423,1,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Fimbriiglobus; Fimbriiglobus ruber,Fimbriiglobus ruber,Fimbriiglobus,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo717,419,1,1,419,100,"NR_136480.2 Arthrobacter endophyticus strain EGI 6500322 16S ribosomal RNA, complete sequence",NR_136480.2,1528,339,748,26.83,278.1,0,336/424,79,19/424,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo718,419,1,1,419,100,"NR_157980.1 Kryptousia macronema strain CENA338 16S ribosomal RNA, partial sequence",NR_157980.1,1457,283,700,28.69,207.9,0,324/426,76,15/426,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo719,419,1,1,265,63.25,"NR_119092.1 Gloeothece membranacea strain PCC 6501 16S ribosomal RNA, partial sequence",NR_119092.1,1460,281,525,16.78,117.5,0,203/267,76,24/267,8,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo720,419,2,1,419,100,"NR_113854.1 Reichenbachiella agariperforans strain NBRC 16625 16S ribosomal RNA, partial sequence",NR_113854.1,1447,313,731,28.96,553.3,0,380/420,90,2/420,0,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Flammeovirgaceae; Reichenbachiella; Reichenbachiella agariperforans,Reichenbachiella agariperforans,Reichenbachiella,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo721,419,1,1,419,100,"NR_108851.1 Methylobacillus arboreus strain Iva 16S ribosomal RNA, partial sequence",NR_108851.1,1397,286,705,30.06,636.4,0,395/420,94,1/420,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Methylophilaceae; Methylobacillus; Methylobacillus arboreus,Methylobacillus arboreus,Methylobacillus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo722,419,5,1,419,100,"NR_114783.2 Enterococcus hirae strain LMG 6399 16S ribosomal RNA, partial sequence",NR_114783.2,1550,348,766,27.03,697.3,0,405/419,96,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus hirae,Enterococcus hirae,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,,Bacteria,,
denovo723,419,2,1,419,100,"NR_156848.1 Micropepsis pineolensis strain CS4 16S ribosomal RNA, partial sequence",NR_156848.1,1455,302,720,28.8,614.2,0,391/420,93,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Micropepsis; Micropepsis pineolensis,Micropepsis pineolensis,Micropepsis,Micropepsaceae,Micropepsales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo724,419,1,1,419,100,"NR_117234.1 Pararheinheimera aquatica strain GR5 16S ribosomal RNA, partial sequence",NR_117234.1,1406,249,667,29.8,758.2,0,416/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Pararheinheimera; Pararheinheimera aquatica,Pararheinheimera aquatica,Pararheinheimera,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo725,419,1,1,414,98.81,"NR_117797.1 Caldilinea tarbellica strain D1-25-10-4 16S ribosomal RNA, partial sequence",NR_117797.1,1400,318,732,29.64,455.4,0,364/420,86,11/420,2,Plus,Plus,Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Caldilinea; Caldilinea tarbellica,Caldilinea tarbellica,Caldilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexi,,Bacteria,,
denovo726,419,1,1,419,100,"NR_125591.1 Clostridium senegalense JC122 16S ribosomal RNA, partial sequence",NR_125591.1,1462,319,737,28.66,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium senegalense,Clostridium senegalense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo727,419,1,1,419,100,"NR_136808.1 Phaeodactylibacter luteus strain GYP20 16S ribosomal RNA, partial sequence",NR_136808.1,1484,332,750,28.23,520,0,374/420,89,2/420,0,Plus,Plus,Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Haliscomenobacteraceae; Phaeodactylibacter; Phaeodactylibacter luteus,Phaeodactylibacter luteus,Phaeodactylibacter,Haliscomenobacteraceae,Saprospirales,Saprospiria,Bacteroidetes,,Bacteria,,
denovo728,419,1,1,419,100,"NR_125472.1 Algisphaera agarilytica strain 06SJR6-2 16S ribosomal RNA, partial sequence",NR_125472.1,1440,310,728,29.1,431.4,0,358/420,85,2/420,0,Plus,Plus,Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; Algisphaera; Algisphaera agarilytica,Algisphaera agarilytica,Algisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetes,,Bacteria,,
denovo729,419,1,1,416,99.28,"NR_148576.1 Gemmata massiliana strain IIL30 16S ribosomal RNA, partial sequence",NR_148576.1,1489,327,740,27.8,584.7,0,383/416,92,2/416,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Gemmata; Gemmata massiliana,Gemmata massiliana,Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo730,419,1,1,419,100,"NR_156914.1 Mariniblastus fucicola strain FC18 16S ribosomal RNA, partial sequence",NR_156914.1,1439,310,725,28.91,167.3,0,317/426,74,17/426,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo731,419,1,1,419,100,"NR_114712.1 Gemmata obscuriglobus strain DSM 5831 16S ribosomal RNA, partial sequence",NR_114712.1,1446,276,694,28.98,730.5,0,411/419,98,0/419,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Gemmata; Gemmata obscuriglobus,Gemmata obscuriglobus,Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo732,419,1,1,419,100,"NR_163652.1 Salinisphaera aquimarina strain CCMM005 16S ribosomal RNA, partial sequence",NR_163652.1,1504,329,748,27.93,514.5,0,373/420,88,1/420,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Salinisphaerales; Salinisphaeraceae; Salinisphaera; Salinisphaera aquimarina,Salinisphaera aquimarina,Salinisphaera,Salinisphaeraceae,Salinisphaerales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo733,419,1,1,419,100,"NR_125455.1 Hydrogenispora ethanolica strain LX-B 16S ribosomal RNA, partial sequence",NR_125455.1,1443,318,736,29.04,542.2,0,381/423,90,8/423,1,Plus,Plus,Bacteria; Firmicutes; ; ; ; Hydrogenispora; Hydrogenispora ethanolica,Hydrogenispora ethanolica,Hydrogenispora,,,,Firmicutes,,Bacteria,,
denovo734,419,1,1,238,56.8,"NR_125566.1 Lyticum flagellatum strain 299 16S ribosomal RNA, partial sequence",NR_125566.1,1338,239,472,17.49,215.3,0,201/241,83,10/241,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo735,419,1,1,419,100,"NR_134730.1 Fodinicurvata halophila strain BA45AL 16S ribosomal RNA, partial sequence",NR_134730.1,1392,292,710,30.1,597.6,0,387/419,92,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Fodinicurvata; Fodinicurvata halophila,Fodinicurvata halophila,Fodinicurvata,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo736,419,1,1,419,100,"NR_145903.1 Clostridium punense strain BLPYG-8 16S ribosomal RNA, partial sequence",NR_145903.1,1497,328,746,27.99,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium punense,Clostridium punense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
